Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Revenue,Month_December,Month_February,Month_July,Month_June,Month_March,Month_May,Month_November,Month_October,Month_September,VisitorType_Other,VisitorType_Returning_Visitor
2.535,-0.659,1.086,-0.155,0.14,-0.632,-0.726,-0.448,-0.086,-0.302,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,-0.726,0.718,-0.086,-0.302,1,1,8,10,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,1.884,2.15,2.178,-0.086,-0.302,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.124,2.13,0.332,0.064,2.275,-0.632,-0.394,-0.652,-0.086,-0.302,2,2,1,6,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,-0.632,1.575,0.323,-0.086,-0.302,1,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.491,-0.632,-0.726,-0.73,-0.086,-0.302,4,2,2,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,2.15,2.178,-0.086,-0.302,2,5,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1
0.208,-0.232,1.086,0.303,0.029,-0.632,-0.726,-0.492,-0.086,-0.302,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,2.275,-0.632,-0.419,-0.788,-0.086,-0.302,2,5,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.541,2.13,-0.422,-0.241,-0.602,-0.632,2.15,0.85,-0.086,-0.302,3,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.789,-0.659,-0.422,-0.241,-0.639,-0.632,-0.726,-0.897,0.388,-0.302,2,2,8,6,0,1,0,0,0,0,0,1,0,0,0,0,1
1.206,-0.659,-0.422,-0.241,2.275,-0.632,-0.223,-0.329,-0.086,2.783,2,2,7,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.632,-0.726,0.718,-0.086,-0.302,1,8,1,11,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,-0.632,1.287,2.178,-0.086,-0.302,2,2,3,13,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.787,0.789,1.287,0.554,-0.086,-0.302,3,2,7,3,1,0,0,0,0,0,1,0,0,0,0,0,1
1.538,0.433,-0.422,-0.241,-0.676,1.884,1.287,0.471,-0.086,-0.302,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,0.493,-0.726,0.06,-0.086,-0.302,2,2,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,0.475,-0.541,0.808,0.123,-0.086,-0.302,3,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,2.219,-0.632,-0.183,-0.29,-0.086,-0.302,2,2,1,10,0,1,0,0,0,0,0,0,1,0,0,0,1
0.873,-0.019,-0.422,-0.241,0.92,-0.632,-0.422,-0.809,-0.086,-0.302,2,2,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,1.086,0.256,-0.565,1.884,2.15,0.348,-0.086,-0.302,2,2,2,11,1,1,0,0,0,0,0,0,1,0,0,0,1
-0.124,1.548,2.594,0.737,-0.342,0.289,-0.055,0.142,-0.086,-0.302,3,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,1.84,2.105,-0.602,-0.632,-0.189,-1.169,10.769,-0.302,3,2,7,2,1,1,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.565,-0.632,-0.726,-0.974,-0.086,-0.302,2,2,2,13,0,0,1,0,0,0,0,0,0,0,0,0,1
1.87,2.13,1.84,1.371,0.252,-0.632,-0.039,-0.32,-0.086,-0.302,1,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.124,0.612,-0.422,-0.241,0.883,-0.632,-0.577,-0.613,-0.086,-0.302,2,2,8,4,0,0,0,0,0,0,0,1,0,0,0,0,1
1.87,0.457,-0.422,-0.241,0.549,-0.632,-0.383,-0.752,-0.086,2.783,2,2,1,3,0,1,0,0,0,0,0,1,0,0,0,0,1
0.208,-0.387,-0.422,-0.241,-0.342,-0.632,0.079,-0.379,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.538,0.777,1.84,0.002,-0.602,1.884,-0.726,-0.763,-0.086,-0.302,1,1,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.124,0.592,-0.422,-0.241,-0.194,-0.632,-0.726,-0.522,-0.086,-0.302,2,2,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.231,-0.632,-0.726,-0.226,-0.086,3.811,3,2,2,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.01,-0.513,-0.726,2.178,-0.086,-0.302,2,2,3,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,0.963,0.332,-0.241,-0.416,-0.511,-0.726,-0.88,-0.086,-0.302,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0
1.87,1.576,0.332,-0.155,-0.416,1.884,-0.026,-0.913,-0.086,-0.302,2,2,7,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.457,1.96,-0.422,-0.241,-1.01,0.759,-0.726,1.376,-0.086,-0.302,2,2,1,10,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,2.15,2.034,-0.086,-0.302,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
0.873,0.699,-0.422,-0.241,1.18,-0.632,-0.726,-1.122,-0.086,2.783,1,8,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,2.13,-0.422,-0.241,-0.936,1.884,-0.726,-0.598,-0.086,-0.302,3,2,7,6,1,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,0.332,-0.241,-0.565,-0.305,0.348,-0.554,-0.086,-0.302,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1
1.538,2.13,-0.422,-0.241,0.4,-0.632,-0.726,-0.775,-0.086,-0.302,2,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.676,1.745,-0.726,-0.538,-0.086,-0.302,2,2,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.873,1.161,-0.422,-0.241,0.586,-0.42,-0.726,-1.095,-0.086,-0.302,2,4,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.789,-0.659,-0.422,-0.241,-0.342,-0.632,0.079,0.323,-0.086,-0.302,2,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.973,-0.119,-0.726,1.376,-0.086,-0.302,2,5,8,3,1,0,0,0,0,0,1,0,0,0,0,0,1
2.535,-0.659,-0.422,-0.241,2.275,-0.632,-0.577,-0.858,-0.086,4.839,2,2,1,20,1,0,0,0,0,0,0,1,0,0,0,0,1
2.535,2.13,5.609,4.488,2.275,-0.632,-0.634,-1.185,-0.086,-0.302,2,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1
0.873,2.11,-0.422,-0.241,-0.008,-0.632,1.352,-0.029,-0.086,-0.302,3,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
0.208,0.389,2.594,0.009,-0.936,-0.178,-0.726,-0.379,-0.086,-0.302,1,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.124,0.474,-0.422,-0.241,0.92,-0.632,-0.514,-0.448,-0.086,-0.302,4,2,9,13,0,1,0,0,0,0,0,0,0,0,1,0,1
-0.789,-0.659,0.332,-0.233,2.275,-0.632,0.974,0.089,-0.086,4.839,3,2,1,5,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.305,1.075,0.041,-0.316,-0.086,-0.302,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.639,-0.632,2.15,2.178,-0.086,-0.302,2,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,-0.632,1.958,1.376,-0.086,-0.302,3,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,0.332,0.197,-0.787,-0.632,1.69,1.113,-0.086,1.754,3,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,1.884,-0.726,-0.467,-0.086,-0.302,3,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,3.811,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0.541,0.234,0.332,0.072,1.18,-0.632,-0.247,0.185,-0.086,2.783,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.379,-0.632,-0.726,-0.841,-0.086,0.726,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.01,-0.503,2.15,2.178,-0.086,-0.302,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.124,1.755,1.086,-0.186,-0.825,1.884,-0.726,-0.467,-0.086,-0.302,3,2,6,11,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.268,-0.501,-0.726,-0.829,-0.086,-0.302,2,2,2,13,0,0,0,0,0,1,0,0,0,0,0,0,1
0.541,2.13,-0.422,-0.241,-0.639,0.937,-0.726,-0.203,-0.086,-0.302,1,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,0.771,0.593,-0.726,-0.934,-0.086,-0.302,2,10,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.342,1.405,-0.323,0.104,-0.086,3.811,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,-0.726,0.718,-0.086,-0.302,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1
0.208,0.296,-0.422,-0.241,-0.453,-0.632,-0.342,-0.379,-0.086,-0.302,1,1,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.457,-0.067,-0.422,-0.241,2.275,-0.632,-0.56,-0.859,-0.086,-0.302,2,2,9,1,1,1,0,0,0,0,0,0,1,0,0,0,1
-0.457,-0.504,1.086,0.811,-0.305,-0.632,-0.055,0.005,-0.086,-0.302,2,10,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.453,-0.53,-0.726,-0.73,-0.086,-0.302,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.75,1.884,-0.726,-0.379,-0.086,-0.302,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1
0.541,0.228,0.332,-0.241,-0.602,1.884,2.15,1.534,-0.086,-0.302,3,2,2,4,0,1,0,0,1,0,0,0,0,0,0,0,1
0.541,1.039,0.332,-0.084,0.252,-0.632,-0.726,-0.829,-0.086,-0.302,2,2,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.194,-0.632,0.616,-0.214,-0.086,-0.302,3,2,3,10,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,1.588,-0.632,-0.502,-0.71,-0.086,-0.302,1,2,1,11,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.676,1.884,-0.726,0.18,-0.086,-0.302,3,2,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.342,-0.632,1.153,0.323,-0.086,-0.302,3,2,2,13,1,0,0,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,0.332,1.769,0.066,-0.443,0.784,0.644,-0.086,1.754,2,2,2,11,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.231,-0.579,-0.726,-0.406,-0.086,-0.302,1,1,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0
-0.457,-0.543,-0.422,-0.241,-0.305,1.884,-0.726,-0.913,-0.086,-0.302,2,5,4,5,1,0,0,0,0,0,0,0,0,0,1,0,1
-0.124,2.13,-0.422,-0.241,-0.862,1.884,-0.726,-0.692,-0.086,-0.302,3,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,0.332,1.894,-0.268,1.884,-0.726,-0.455,-0.086,-0.302,2,2,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.342,-0.632,-0.585,-1.028,-0.086,4.839,1,8,1,19,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.676,-0.513,-0.726,-0.861,-0.086,-0.302,2,2,3,20,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.454,-0.726,1.705,-0.086,-0.302,3,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0
1.206,2.13,-0.422,-0.241,-0.676,-0.632,-0.01,-0.467,-0.086,-0.302,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.541,2.13,-0.422,-0.241,-1.047,1.884,-0.726,0.323,-0.086,-0.302,1,8,1,5,0,0,0,0,1,0,0,0,0,0,0,0,1
-0.789,-0.659,0.332,0.189,-0.75,-0.632,-0.726,-0.379,-0.086,-0.302,1,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1
0.873,2.13,1.84,0.942,0.586,1.084,0.455,-0.553,-0.086,-0.302,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.873,2.13,0.332,-0.139,1.365,-0.632,-0.364,-0.752,-0.086,-0.302,3,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,1
2.535,-0.659,1.086,0.193,2.275,-0.632,-0.407,-0.678,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.124,1.32,-0.422,-0.241,-0.491,-0.632,-0.726,-1.081,-0.086,-0.302,3,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,-0.726,0.718,-0.086,-0.302,2,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0.208,2.13,0.332,0.854,0.215,-0.562,1.642,0.718,-0.086,-0.302,2,5,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,1.97,-0.422,-0.241,0.771,-0.632,-0.726,-1.101,-0.086,-0.302,2,2,2,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.228,1.086,0.106,0.289,1.884,-0.313,-1.155,-0.086,-0.302,2,10,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1
0.208,-0.048,-0.422,-0.241,-1.01,1.884,-0.726,0.718,-0.086,-0.302,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2.535,-0.659,1.086,-0.241,0.215,-0.632,-0.726,-1.042,-0.086,-0.302,2,2,7,2,0,1,0,0,0,0,0,0,1,0,0,0,1
-0.457,0.61,-0.422,-0.241,0.957,0.388,0.712,-0.293,-0.086,-0.302,3,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,-0.109,1.575,1.0,-0.086,-0.302,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.565,1.884,0.513,-0.041,-0.086,-0.302,2,10,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.676,1.884,-0.726,-0.379,-0.086,-0.302,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
0.873,2.13,-0.422,-0.241,-1.01,1.884,-0.726,-0.379,-0.086,-0.302,2,2,1,8,1,1,0,0,0,0,0,0,1,0,0,0,0
0.208,-0.659,-0.422,-0.241,-0.676,1.884,0.513,-0.649,-0.086,-0.302,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0
2.203,-0.659,1.84,0.617,0.437,-0.632,0.589,0.033,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0.541,2.13,-0.422,-0.241,-0.082,-0.545,-0.726,-0.964,-0.086,-0.302,1,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.457,-0.543,-0.422,-0.241,-0.528,1.884,1.0,-0.222,-0.086,-0.302,2,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.457,0.253,-0.422,-0.241,-0.379,-0.632,-0.726,-1.024,-0.086,-0.302,2,2,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0
0.208,-0.659,1.086,-0.241,-0.75,-0.632,-0.726,-1.144,-0.086,2.783,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1
1.538,1.548,0.332,-0.018,-0.528,1.884,0.122,-0.494,-0.086,-0.302,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0
1.538,2.13,0.332,-0.241,0.289,-0.632,-0.247,-0.341,-0.086,-0.302,3,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.75,1.884,1.064,0.645,-0.086,-0.302,2,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.453,-0.632,0.222,0.137,-0.086,-0.302,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.602,-0.632,-0.726,-1.017,-0.086,-0.302,2,2,6,2,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,2.275,-0.632,-0.505,-0.335,-0.086,-0.302,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1
1.538,-0.659,-0.422,-0.241,1.143,-0.632,-0.419,-0.646,-0.086,-0.302,3,2,8,10,1,1,1,0,0,0,0,0,0,0,0,0,1
-0.124,0.748,-0.422,-0.241,-0.713,1.884,-0.726,-0.538,-0.086,-0.302,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.457,0.494,-0.422,-0.241,1.625,-0.632,-0.726,-1.256,-0.086,-0.302,2,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,0
-0.789,-0.659,-0.422,-0.241,-0.045,-0.632,-0.151,0.022,-0.086,-0.302,2,4,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.581,-0.422,-0.241,0.178,-0.632,-0.223,0.198,-0.086,4.839,1,1,3,4,1,0,0,0,0,0,0,1,0,0,0,0,1
0.873,2.13,-0.422,-0.241,0.326,-0.632,-0.244,-0.635,-0.086,-0.302,2,4,7,4,0,0,0,0,0,0,0,0,0,0,1,0,1
-0.789,-0.659,-0.422,-0.241,0.103,-0.632,-0.726,-1.233,-0.086,-0.302,2,2,7,2,0,1,0,0,0,0,1,0,0,0,0,0,1
0.208,0.04,1.086,-0.116,1.662,-0.632,0.885,-0.099,-0.086,-0.302,1,2,3,2,0,1,0,0,0,0,0,0,1,0,0,0,1
1.87,2.13,1.086,0.115,0.029,-0.632,-0.726,-1.215,-0.086,-0.302,1,1,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,2.15,0.718,-0.086,2.783,2,2,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.231,-0.632,-0.726,-0.034,-0.086,-0.302,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.124,2.13,-0.422,-0.241,-0.491,-0.632,-0.726,-1.024,-0.086,-0.302,2,2,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.124,0.001,-0.422,-0.241,0.215,-0.632,-0.167,-0.388,-0.086,-0.302,2,2,1,10,1,0,1,0,0,0,0,0,0,0,0,0,1
0.873,-0.659,2.594,0.494,0.363,-0.473,-0.323,-0.8,-0.086,-0.302,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.62,0.332,-0.194,-0.936,0.601,2.15,2.178,-0.086,3.811,2,2,1,18,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.457,-0.543,-0.422,-0.241,1.18,-0.416,-0.726,-1.129,-0.086,-0.302,2,2,7,9,1,0,0,0,0,0,1,0,0,0,0,0,1
-0.124,0.214,-0.422,-0.241,-0.75,-0.632,-0.726,-0.538,-0.086,-0.302,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1.538,-0.659,-0.422,-0.241,0.846,-0.632,-0.151,-0.839,-0.086,-0.302,3,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,1.086,0.554,0.475,-0.632,-0.726,-1.077,-0.086,-0.302,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,3,2,9,13,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,1.884,-0.726,-0.598,-0.086,-0.302,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.862,1.884,-0.726,-0.598,-0.086,-0.302,2,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.156,-0.508,2.15,1.587,-0.086,-0.302,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.639,-0.632,-0.726,0.389,-0.086,-0.302,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.453,-0.632,-0.223,0.348,-0.086,-0.302,2,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
0.208,1.456,-0.422,-0.241,0.066,-0.324,-0.726,-1.051,-0.086,-0.302,3,2,1,10,0,1,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,0.332,0.135,0.103,-0.632,2.15,1.714,-0.086,1.754,3,2,8,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1.538,-0.659,1.086,0.072,0.215,-0.632,-0.726,-0.914,-0.086,-0.302,1,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.119,-0.632,0.609,-0.035,-0.086,-0.302,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.602,0.582,-0.726,-0.434,-0.086,-0.302,2,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.457,0.944,-0.422,-0.241,-0.156,-0.632,0.563,-0.309,-0.086,-0.302,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,0.029,-0.632,-0.726,-1.12,-0.086,0.726,2,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.457,0.447,1.84,0.224,-0.528,-0.632,-0.726,-0.818,-0.086,-0.302,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2.535,-0.659,8.625,-0.241,0.029,-0.632,-0.477,-0.352,-0.086,2.783,2,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.124,0.14,-0.422,-0.241,0.252,-0.573,-0.726,-1.043,-0.086,-0.302,4,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.457,-0.543,-0.422,-0.241,-0.416,-0.296,-0.726,-1.01,-0.086,-0.302,1,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.247,2.15,1.113,-0.086,1.754,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.491,1.884,1.623,0.554,-0.086,-0.302,3,2,6,13,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,1.144,1.575,1.0,-0.086,2.783,2,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.825,-0.632,1.575,1.752,-0.086,-0.302,3,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.208,2.13,-0.422,-0.241,-0.342,-0.632,-0.726,-1.142,-0.086,-0.302,1,1,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.825,1.884,-0.726,0.06,1.351,-0.302,2,5,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0
-0.789,-0.659,-0.422,-0.241,-0.862,-0.523,2.15,2.178,-0.086,-0.302,2,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.565,0.691,-0.726,-0.649,-0.086,2.783,4,1,3,4,0,1,0,0,0,0,0,1,0,0,0,0,0
0.541,-0.659,1.086,0.322,2.275,-0.632,-0.616,-1.031,-0.086,-0.302,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.535,2.13,2.594,1.649,0.66,-0.632,-0.433,-0.657,-0.086,-0.302,4,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,1
-0.789,-0.659,-0.422,-0.241,-0.936,-0.632,2.15,2.178,-0.086,-0.302,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0.208,2.13,3.348,1.116,-0.082,-0.632,-0.726,-0.845,-0.086,-0.302,3,6,3,20,0,0,0,0,0,0,0,0,0,1,0,0,1
-0.789,-0.659,-0.422,-0.241,-1.047,-0.632,2.15,2.178,-0.086,-0.302,4,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0
0.541,0.494,-0.422,-0.241,-0.379,1.884,0.122,-0.425,-0.086,-0.302,2,5,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0
2.203,-0.659,-0.422,-0.241,0.289,-0.632,-0.313,-0.741,-0.086,-0.302,2,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1
0.208,2.13,0.332,1.728,0.883,-0.632,-0.726,-0.838,-0.086,-0.302,2,2,9,4,0,1,0,0,1,0,0,0,0,0,0,0,1
0.208,0.117,-0.422,-0.241,-0.713,-0.632,-0.726,-0.538,-0.086,-0.302,4,2,1,11,1,0,0,0,0,0,0,1,0,0,0,0,1
1.87,-0.659,-0.422,-0.241,-0.305,-0.632,-0.026,-0.57,-0.086,-0.302,2,5,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0
