Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,cluster,cluster_name
3,78.5,0.0,0.0,10,673.0,0.015384615,0.01025641,0.0,0.6,May,1,2,1,4,New_Visitor,False,False,1,Loyal
12,402.5,0.0,0.0,38,0.0,0.006818182,0.015649351,277134.0,0.0,May,3,2,1,7,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,27,0.0,0.026923077,0.036923077,0.0,0.2,May,2,2,1,4,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.0,November,3,2,9,3,Returning_Visitor,False,False,0,Medium
0,0.0,0.0,0.0,19,4118.0,0.021052632,0.044736842,0.0,0.8,May,2,2,1,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,18,34.512,0.044444444,0.072222222,0.0,0.0,August,2,2,3,13,Returning_Visitor,False,False,2,Low
2,24.0,0.0,0.0,37,0.0,0.001315789,0.01505848,0.0,0.0,September,1,1,2,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,37,0.0,0.005555556,0.026851852,0.0,0.0,November,2,2,2,10,Returning_Visitor,True,False,2,Low
5,389.0,0.0,0.0,5,3105.0,0.0,0.014285714,0.0,0.0,May,2,4,2,2,New_Visitor,False,False,1,Loyal
0,0.0,2.0,76.6,377,0.0,0.032877299,0.04524582,0.0,0.0,July,3,2,1,3,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,8,0.0,0.0,0.025,0.0,0.0,March,2,2,7,7,Returning_Visitor,False,False,0,Medium
1,6.0,0.0,0.0,18,1995.0,0.016666667,0.05,0.0,0.4,May,3,2,4,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,4,0.0,0.2,0.2,0.0,0.0,March,1,2,1,1,Returning_Visitor,False,False,1,Loyal
5,79.1,0.0,0.0,36,0.0,0.025,0.025972222,0.0,0.0,September,1,2,2,2,Returning_Visitor,True,False,1,Loyal
5,60.5,0.0,0.0,5,50.0,0.0,0.025,0.0,0.0,December,8,13,9,20,Other,True,True,2,Low
1,178.0,0.0,0.0,3,110.0,0.0,0.016666667,0.0,0.2,May,3,2,3,4,Returning_Visitor,False,False,1,Loyal
5,172.2,0.0,0.0,23,0.0,0.0,0.010714286,0.0,0.0,March,2,2,1,8,New_Visitor,False,True,2,Low
5,0.0,4.0,191.75,29,0.0,0.008823529,0.008921569,0.0,0.0,November,3,2,7,6,Returning_Visitor,True,False,0,Medium
5,63.0,0.0,0.0,27,4585.0,0.0,0.005952381,0.0,0.0,December,2,2,6,2,New_Visitor,True,False,0,Medium
11,155.6,0.0,0.0,12,2486.0,0.0,0.008823529,0.0,0.0,August,2,7,1,5,New_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,6,106.0,0.1,0.116666667,0.0,0.0,March,3,2,1,1,Returning_Visitor,True,False,1,Loyal
6,138.5,0.0,0.0,27,0.0,0.013095238,0.034702381,0.0,0.0,December,1,8,1,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,9,0.0,0.0,0.022222222,0.0,0.0,November,2,5,3,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,24,8.105,0.0,0.017207792,0.0,0.0,November,1,1,1,3,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,27,799.375,0.007407407,0.027601411,0.0,0.0,December,3,2,2,1,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,3,275.0,0.0,0.05,0.0,0.0,October,3,2,2,2,New_Visitor,False,True,1,Loyal
1,16.0,0.0,0.0,27,0.0,0.0,0.009259259,0.0,0.0,March,2,2,3,1,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,65,0.0,0.014393939,0.01991342,0.0,0.0,November,3,2,1,2,Returning_Visitor,True,True,1,Loyal
0,0.0,0.0,0.0,53,0.0,0.011538462,0.031446886,0.0,0.0,November,2,2,1,1,Returning_Visitor,False,True,1,Loyal
1,0.0,0.0,0.0,30,0.0,0.025806452,0.050752688,0.0,0.0,November,2,2,9,10,Returning_Visitor,False,False,2,Low
5,188.0,0.0,0.0,22,3528.0,0.0,0.008,0.0,0.2,May,2,2,3,2,New_Visitor,False,False,1,Loyal
15,0.0,2.0,171.5,54,0.0,0.0,0.006127451,0.0,0.0,March,3,2,3,2,New_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,2,59.0,0.0,0.1,0.0,0.0,May,2,2,7,4,Returning_Visitor,False,False,0,Medium
1,46.4,0.0,0.0,13,0.0,0.0,0.014285714,0.0,0.0,July,1,2,1,4,Returning_Visitor,True,False,1,Loyal
3,275.0,1.0,29.5,30,0.0,0.0,0.017760943,0.0,0.0,March,3,2,3,1,Returning_Visitor,True,True,1,Loyal
0,0.0,0.0,0.0,8,4285.0,0.025,0.0375,0.0,0.0,December,2,2,1,2,Returning_Visitor,True,False,1,Loyal
3,1528.25,2.0,91.0,60,0.0,0.006349206,0.025925926,0.0,0.0,November,1,1,1,2,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,10,4435.0,0.0,0.027777778,0.0,0.0,May,2,5,3,4,Returning_Visitor,True,True,1,Loyal
3,0.0,0.0,0.0,96,0.0,0.00742268,0.014405743,0.0,0.0,December,1,1,1,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,4,112.0,0.0,0.075,0.0,0.6,May,2,2,4,3,Returning_Visitor,False,False,1,Loyal
5,74.75,0.0,0.0,14,5.125,0.0,0.023529412,0.0,0.0,December,2,7,7,8,New_Visitor,True,False,0,Medium
11,0.0,4.0,0.0,27,0.0,0.009803922,0.022538246,0.0,0.0,October,1,2,3,20,Returning_Visitor,False,True,2,Low
0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,March,2,2,3,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,19,5.355,0.044444444,0.091666667,0.0,0.0,November,2,2,1,11,Returning_Visitor,False,False,2,Low
1,4.0,1.0,12.0,16,0.0,0.011764706,0.023529412,0.0,0.0,December,2,2,7,10,Returning_Visitor,False,False,2,Low
0,0.0,0.0,0.0,8,33.525,0.1,0.108333333,0.0,0.0,November,3,12,1,1,Returning_Visitor,False,True,1,Loyal
9,0.0,5.0,156.75,83,0.0,0.0,0.009090909,0.0,0.0,November,2,4,1,2,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,2,9.0,0.0,0.1,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,False,1,Loyal
2,19.1,0.0,0.0,8,1377.0,0.0,0.01,0.0,0.0,August,3,2,1,2,New_Visitor,False,True,1,Loyal
6,110.5,1.0,20.0,137,0.0,0.005517241,0.021311846,0.0,0.0,November,2,4,3,10,Returning_Visitor,False,True,2,Low
2,337.6,0.0,0.0,2,8.0,0.0,0.04,0.0,0.0,November,2,2,1,2,New_Visitor,False,True,1,Loyal
1,6.0,0.0,0.0,61,0.0,0.008954009,0.057518519,0.0,0.6,May,2,2,4,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,8,4714.0,0.0,0.075,0.0,0.0,June,2,7,2,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,3,129.0,0.0,0.1,0.0,0.0,May,2,2,1,1,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,4,107.0,0.0,0.05,0.0,0.6,May,3,2,3,13,Returning_Visitor,False,False,2,Low
0,0.0,0.0,0.0,7,1035.0,0.0,0.057142857,0.0,0.0,November,2,2,2,2,Returning_Visitor,False,True,1,Loyal
5,0.0,1.0,29.5,64,0.0,0.008955224,0.009549977,0.0,0.0,November,3,2,3,10,Returning_Visitor,False,True,2,Low
6,475.0,0.0,0.0,33,0.0,0.038596491,0.056282051,0.0,0.0,March,4,2,1,13,Returning_Visitor,False,False,2,Low
0,0.0,0.0,0.0,34,0.0,0.011764706,0.048529412,0.0,0.4,May,2,2,2,13,Returning_Visitor,False,False,2,Low
1,54.4,0.0,0.0,6,2709.0,0.0,0.014285714,0.0,0.0,October,1,1,7,3,New_Visitor,False,False,0,Medium
2,14.0,0.0,0.0,58,0.0,0.013793103,0.026819923,0.0,0.8,May,2,2,2,6,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,17,6.645,0.0,0.011764706,0.0,0.0,November,4,1,9,2,Returning_Visitor,False,False,0,Medium
0,0.0,7.0,1222.75,11,443.0,0.035294118,0.041176471,0.0,0.0,May,1,2,3,2,Returning_Visitor,False,False,1,Loyal
2,27.0,2.0,6.0,6,1292.0,0.02962963,0.077777778,0.0,0.0,May,2,2,4,3,Returning_Visitor,False,False,1,Loyal
3,49.4,2.0,9.0,18,0.0,0.0,0.009090909,0.0,0.0,September,2,2,8,4,New_Visitor,True,False,0,Medium
0,0.0,0.0,0.0,24,0.0,0.0,0.020833333,0.0,0.0,November,1,1,3,2,Returning_Visitor,True,True,1,Loyal
0,0.0,6.0,0.0,423,0.0,0.006293706,0.02159902,0.25272174,0.0,November,2,2,7,1,Returning_Visitor,True,False,0,Medium
0,0.0,0.0,0.0,7,105.0,0.0,0.033333333,0.0,0.0,December,2,2,1,8,New_Visitor,False,False,2,Low
0,0.0,1.0,16.0,8,308.0,0.0,0.025,35091.0,0.0,May,2,4,1,2,Returning_Visitor,False,True,1,Loyal
1,19.0,0.0,0.0,11,50.175,0.016666667,0.033333333,55485.0,0.0,May,2,4,4,2,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,43,160.645,0.0,0.004761905,0.0,0.0,June,4,1,1,2,New_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,24,5.802,0.0,0.012121212,0.0,0.0,March,2,2,1,1,Returning_Visitor,False,True,1,Loyal
0,0.0,1.0,77.0,58,375.775,0.015819209,0.038418079,0.0,0.0,November,2,5,1,1,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,5,545.0,0.0,0.04,0.0,0.0,December,2,5,1,2,New_Visitor,False,False,1,Loyal
2,9.0,0.0,0.0,18,0.0,0.0,0.011111111,0.0,0.0,August,2,2,3,1,Returning_Visitor,False,False,1,Loyal
1,4.0,0.0,0.0,32,673.125,0.006451613,0.010056926,0.0,0.8,May,2,2,3,4,Returning_Visitor,False,True,1,Loyal
1,70.0,0.0,0.0,12,0.0,0.0,0.015384615,0.0,0.0,August,1,1,4,4,New_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,27,15.475,0.0,0.007407407,0.0,0.0,May,4,2,2,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,4,2268.0,0.04,0.06,0.0,0.0,November,1,1,6,2,Returning_Visitor,False,True,0,Medium
1,60.5,0.0,0.0,21,0.0,0.0,0.01,0.0,0.0,November,2,5,1,2,Returning_Visitor,False,False,1,Loyal
4,79.25,5.0,500.8,39,0.0,0.010638298,0.024964539,0.0,0.0,November,2,5,1,2,Returning_Visitor,False,True,1,Loyal
6,88.28,0.0,0.0,17,0.0,0.031578947,0.035247209,0.0,0.0,October,3,2,1,13,Returning_Visitor,False,False,2,Low
0,0.0,1.0,59.5,44,0.0,0.0,0.003359173,0.0,0.0,December,3,3,2,8,Returning_Visitor,False,False,2,Low
6,135.15,0.0,0.0,52,0.0,0.013095238,0.020257937,0.0,0.0,September,3,2,3,13,Returning_Visitor,False,False,2,Low
5,1388.75,0.0,0.0,4,137.375,0.0,0.02,0.0,0.0,March,1,1,7,8,Returning_Visitor,False,False,0,Medium
0,0.0,0.0,0.0,2,12.0,0.0,0.1,0.0,0.0,May,1,1,1,3,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,3,0.0,0.2,0.2,0.0,0.0,March,1,1,3,1,Returning_Visitor,False,False,1,Loyal
0,0.0,1.0,28.0,13,0.0,0.0,0.014285714,33.41,0.0,March,2,2,1,6,Returning_Visitor,False,True,1,Loyal
0,0.0,2.0,13.0,63,0.0,0.006153846,0.015128205,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,False,0,Medium
4,59.5,2.0,662.0,31,0.0,0.016666667,0.037334126,0.0,0.0,November,1,1,1,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,16,0.0,0.0125,0.034375,0.0,0.0,May,1,1,2,4,Returning_Visitor,False,False,1,Loyal
1,13.0,0.0,0.0,14,2538.0,0.0,0.02,0.0,0.0,May,2,2,1,3,New_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,21,159.825,0.022222222,0.047301587,0.0,0.0,November,4,1,4,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,22,5.845,0.009090909,0.036363636,0.0,0.0,May,4,1,9,4,Returning_Visitor,False,False,0,Medium
7,94.84,0.0,0.0,43,0.0,0.004545455,0.019638695,0.0,0.0,October,2,4,1,2,Returning_Visitor,False,False,1,Loyal
6,109.6,0.0,0.0,17,4951.0,0.0,0.01,0.0,0.0,October,2,4,8,2,New_Visitor,False,False,0,Medium
3,39.6,0.0,0.0,53,0.0,0.0,0.002272727,0.0,0.0,March,2,2,1,2,Returning_Visitor,True,False,1,Loyal
3,121.0,0.0,0.0,17,0.0,0.017647059,0.051764706,0.0,0.0,May,1,4,2,2,Returning_Visitor,False,False,1,Loyal
7,0.0,0.0,0.0,36,0.0,0.0,0.0089599,0.0,0.0,March,1,1,1,10,Returning_Visitor,False,True,2,Low
4,28.0,3.0,0.0,378,0.0,0.003655352,0.023352993,0.0,0.0,November,2,2,1,2,Returning_Visitor,False,False,1,Loyal
7,169.5,0.0,0.0,21,48.495,0.008695652,0.037681159,0.0,0.0,March,1,2,2,2,Returning_Visitor,False,False,1,Loyal
0,0.0,1.0,0.0,1,44.0,0.0,0.1,0.0,0.0,March,2,2,6,2,Returning_Visitor,True,False,0,Medium
3,125.0,1.0,70.0,29,7.054,0.0,0.015625,0.0,0.0,March,2,2,1,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,February,3,2,4,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,16,0.0,0.0,0.0,0.0,0.0,July,1,1,1,4,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,4,7.0,0.1,0.15,0.0,0.0,May,2,5,8,1,Returning_Visitor,False,False,0,Medium
0,0.0,0.0,0.0,8,142.0,0.0,0.05,0.0,0.0,March,2,7,2,3,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,4,1,1,5,Returning_Visitor,False,False,1,Loyal
1,0.0,2.0,23.75,193,0.0,0.004931973,0.021157516,0.0,0.0,November,2,2,7,2,Returning_Visitor,True,True,0,Medium
0,0.0,0.0,0.0,12,1975.0,0.0,0.008333333,0.0,0.0,May,2,5,7,1,Returning_Visitor,False,False,0,Medium
12,0.0,3.0,0.0,43,0.0,0.004242424,0.043712341,0.0,0.0,March,1,1,1,10,Returning_Visitor,False,False,2,Low
0,0.0,1.0,7.0,10,0.0,0.0,0.018181818,0.0,0.0,September,1,1,7,2,Returning_Visitor,False,True,0,Medium
0,0.0,0.0,0.0,16,0.0,0.0,0.0125,0.0,0.0,May,2,2,5,2,New_Visitor,False,True,0,Medium
6,0.0,0.0,0.0,11,0.0,0.0,0.008888889,0.714623214,0.0,June,2,2,1,2,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,32,0.0,0.00125,0.019375,0.0,0.0,December,2,2,1,2,Returning_Visitor,True,False,1,Loyal
0,0.0,2.0,20.2,11,0.0,0.0,0.025,0.0,0.0,June,3,2,8,3,Returning_Visitor,False,False,0,Medium
0,0.0,0.0,0.0,21,0.0,0.028571429,0.051322751,0.0,0.0,December,3,2,1,2,Returning_Visitor,True,False,1,Loyal
2,13.0,0.0,0.0,16,0.0,0.0,0.029411765,0.0,0.0,July,3,2,3,4,Returning_Visitor,False,False,1,Loyal
3,94.6,0.0,0.0,17,2655.0,0.0,0.0,0.0,0.0,October,2,2,1,2,New_Visitor,False,False,1,Loyal
10,0.0,2.0,0.0,101,0.0,0.008636364,0.012040588,0.0,0.0,September,3,2,1,2,Returning_Visitor,True,True,1,Loyal
0,0.0,0.0,0.0,9,553.0,0.0,0.025,53988.0,0.0,May,1,1,1,4,New_Visitor,False,True,1,Loyal
1,0.0,0.0,0.0,6,0.0,0.071428571,0.125714286,0.0,0.0,June,3,2,2,4,Returning_Visitor,False,False,1,Loyal
3,66.5,3.0,65.75,152,0.0,0.005194805,0.010451453,0.0,0.0,November,2,2,1,2,Returning_Visitor,False,True,1,Loyal
1,0.0,0.0,0.0,1,19.0,0.0,0.1,0.0,0.0,March,1,1,3,1,Returning_Visitor,False,False,1,Loyal
0,0.0,1.0,93.0,30,0.0,0.012903226,0.035483871,0.0,0.2,February,1,1,1,3,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,9,0.0,0.0,0.004166667,0.0,0.0,March,2,4,1,2,Returning_Visitor,False,True,1,Loyal
2,235.0,0.0,0.0,23,1193.0,0.0,0.008333333,456125.0,0.0,May,3,2,7,2,New_Visitor,False,True,0,Medium
12,225.25,1.0,0.0,129,0.0,0.001428571,0.018456829,0.0,0.0,November,2,4,1,10,Returning_Visitor,False,True,2,Low
4,132.0,1.0,23.0,24,0.0,0.0,0.014285714,0.0,0.0,May,2,2,1,4,Returning_Visitor,False,False,1,Loyal
5,0.0,0.0,0.0,65,0.0,0.004545455,0.021632395,0.0,0.0,November,3,2,1,10,Returning_Visitor,False,False,2,Low
1,0.0,1.0,60.5,46,0.0,0.021276596,0.039007092,0.0,0.0,March,2,2,6,1,Returning_Visitor,False,True,0,Medium
10,0.0,0.0,0.0,50,0.0,0.008611111,0.02038584,0.0,0.0,September,3,2,3,4,Returning_Visitor,False,False,1,Loyal
5,82.0,1.0,137.5,118,0.0,0.001680672,0.012371615,0.0,0.0,November,2,2,1,1,Returning_Visitor,False,True,1,Loyal
4,198.5,0.0,0.0,43,0.0,0.0,0.015151515,48864.0,0.0,May,2,2,3,4,Returning_Visitor,True,True,1,Loyal
10,260.25,0.0,0.0,31,0.0,0.017142857,0.039047619,0.0,0.0,November,2,2,4,3,Returning_Visitor,False,False,1,Loyal
2,36.4,0.0,0.0,3,282.0,0.0,0.0,0.0,0.0,September,1,1,3,2,New_Visitor,False,False,1,Loyal
5,613.5,0.0,0.0,470,0.0,0.0,0.00362107,0.0,0.0,November,4,2,9,2,Returning_Visitor,True,True,0,Medium
14,0.0,3.0,11.5,182,0.0,0.010209424,0.033524993,0.702086761,0.0,August,2,5,1,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,November,2,10,3,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,22,36.675,0.018181818,0.040909091,0.0,0.0,November,2,2,6,1,Returning_Visitor,False,False,0,Medium
0,0.0,0.0,0.0,3,11.0,0.066666667,0.133333333,0.0,0.0,June,2,2,1,4,Returning_Visitor,False,False,1,Loyal
4,58.0,0.0,0.0,31,8.065,0.0,0.009375,97455.0,0.0,May,2,4,1,4,Returning_Visitor,False,True,1,Loyal
3,176.0,0.0,0.0,21,6.545,0.009090909,0.031818182,0.0,0.2,May,1,1,2,3,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,8,0.0,0.0,0.0125,0.0,1.0,May,2,2,1,4,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,6,10.925,0.0,0.033333333,0.0,0.0,December,8,13,9,20,Other,False,False,2,Low
9,387.75,0.0,0.0,64,0.0,0.000866739,0.012798697,0.0,0.0,November,3,2,3,1,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,54,337.105,0.003773585,0.022012579,0.0,0.0,July,2,4,1,3,Returning_Visitor,False,False,1,Loyal
7,53.75,5.0,199.0,77,0.0,0.0,0.010341365,0.0,0.0,November,2,2,2,2,Returning_Visitor,False,True,1,Loyal
4,104.0,0.0,0.0,8,2435.0,0.0,0.016666667,0.0,0.0,December,2,2,3,2,New_Visitor,False,False,1,Loyal
13,0.0,5.0,128.0,202,0.0,0.001904762,0.013668745,0.0,0.0,November,2,2,3,10,Returning_Visitor,True,True,2,Low
0,0.0,0.0,0.0,25,0.0,0.0112,0.034933333,0.0,0.0,March,3,2,8,10,Returning_Visitor,False,False,2,Low
0,0.0,0.0,0.0,8,181.0,0.025,0.070833333,0.0,0.0,November,2,2,4,13,Returning_Visitor,False,False,2,Low
3,52.75,0.0,0.0,31,0.0,0.006451613,0.020537634,0.0,0.0,November,1,1,3,2,Returning_Visitor,False,True,1,Loyal
1,18.0,0.0,0.0,24,133.225,0.0,0.008695652,0.0,0.0,December,2,2,1,2,New_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,20,4475.0,0.02,0.04,0.0,0.0,March,2,2,1,1,Returning_Visitor,False,False,1,Loyal
1,46.5,0.0,0.0,40,233.895,0.017073171,0.030325203,0.0,0.0,November,1,1,1,3,Returning_Visitor,False,True,1,Loyal
1,6.0,0.0,0.0,25,0.0,0.008333333,0.0375,0.0,0.0,October,2,2,3,1,Returning_Visitor,False,False,1,Loyal
18,0.0,0.0,0.0,38,0.0,0.004255319,0.016960486,0.0,0.0,September,2,2,1,3,Returning_Visitor,True,False,1,Loyal
7,0.0,0.0,0.0,125,0.0,0.001736111,0.019623016,0.0,0.0,May,2,2,4,6,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,2,192.0,0.1,0.15,0.0,0.0,September,3,2,3,1,Returning_Visitor,False,False,1,Loyal
1,52.4,0.0,0.0,16,1761.0,0.0,0.011764706,0.0,0.0,August,1,1,1,5,Returning_Visitor,True,False,1,Loyal
4,47.0,0.0,0.0,26,0.0,0.0,0.015873016,0.0,0.0,May,4,1,1,1,Returning_Visitor,False,False,1,Loyal
1,27.0,2.0,22.0,16,40.825,0.0,0.014117647,0.0,0.0,May,4,1,1,4,Returning_Visitor,False,False,1,Loyal
1,8.0,0.0,0.0,55,0.0,0.012727273,0.038483516,0.0,0.0,November,3,2,1,13,Returning_Visitor,True,False,2,Low
0,0.0,0.0,0.0,3,258.0,0.0,0.066666667,0.0,0.0,May,3,2,3,4,Returning_Visitor,True,False,1,Loyal
0,0.0,0.0,0.0,53,7.155,0.022641509,0.036298293,0.0,1.0,May,2,2,7,3,Returning_Visitor,True,False,0,Medium
0,0.0,0.0,0.0,14,1501.0,0.093333333,0.126666667,0.0,0.0,May,3,2,4,4,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,5,1685.0,0.0,0.04,0.0,0.0,November,2,4,1,2,Returning_Visitor,False,False,1,Loyal
4,0.0,0.0,0.0,24,0.0,0.0,0.007692308,0.0,0.0,November,2,2,2,10,Returning_Visitor,False,True,2,Low
11,334.75,0.0,0.0,20,0.0,0.0,0.007692308,0.0,0.2,May,2,10,1,5,New_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,14,83.855,0.0,0.016783217,0.0,0.0,May,1,1,3,4,Returning_Visitor,False,True,1,Loyal
2,0.0,0.0,0.0,68,0.0,0.009758454,0.029851908,0.0,1.0,May,2,2,2,2,Returning_Visitor,True,False,1,Loyal
13,408.6,0.0,0.0,21,0.0,0.004444444,0.014814815,0.0,0.0,August,2,2,8,2,Returning_Visitor,False,True,0,Medium
0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,December,2,2,1,1,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,4,6.0,0.1,0.15,0.0,0.0,June,2,2,2,4,Returning_Visitor,False,False,1,Loyal
5,39.5,3.0,62.25,339,0.0,0.004778942,0.020193811,0.0,0.0,November,2,2,3,2,Returning_Visitor,False,False,1,Loyal
1,5.0,0.0,0.0,8,203.0,0.0,0.00952381,0.0,0.0,December,2,4,1,2,New_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,13,0.0,0.021978022,0.047163947,0.0,0.0,November,3,2,3,11,Returning_Visitor,True,False,2,Low
4,96.4,0.0,0.0,10,2176.0,0.0,0.0,0.0,0.0,November,3,2,2,2,New_Visitor,True,False,1,Loyal
1,20.2,0.0,0.0,77,0.0,0.002597403,0.017041847,0.0,0.0,September,2,2,7,1,Returning_Visitor,False,True,0,Medium
3,78.0,0.0,0.0,11,0.0,0.0,0.023076923,0.0,0.0,March,3,2,3,1,Returning_Visitor,True,False,1,Loyal
1,4.0,0.0,0.0,20,0.0,0.0,0.004545455,0.0,0.0,July,1,1,1,4,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,November,1,8,2,1,Returning_Visitor,False,False,1,Loyal
1,8.0,0.0,0.0,10,0.0,0.04,0.06,0.0,0.0,December,1,1,7,3,Returning_Visitor,True,False,0,Medium
3,0.0,0.0,0.0,5,0.0,0.0,0.0125,0.0,0.0,May,1,1,5,3,Returning_Visitor,False,False,0,Medium
7,0.0,0.0,0.0,7,0.0,0.0,0.02,0.0,0.0,March,2,2,1,2,New_Visitor,True,False,1,Loyal
1,70.5,0.0,0.0,28,0.0,0.014285714,0.016269841,0.0,0.0,November,3,2,3,1,Returning_Visitor,False,False,1,Loyal
7,0.0,0.0,0.0,43,0.0,0.004347826,0.026231884,0.0,0.0,May,1,1,3,3,Returning_Visitor,True,False,1,Loyal
6,333.54,0.0,0.0,12,5.681,0.0,0.0125,0.0,0.0,November,2,4,5,2,New_Visitor,False,True,0,Medium
6,86.2,0.0,0.0,49,0.0,0.010526316,0.015711501,0.0,0.4,May,1,1,4,4,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,3,22.0,0.0,0.066666667,0.0,0.0,November,2,2,3,3,Returning_Visitor,False,False,1,Loyal
8,115.7,0.0,0.0,24,21.595,0.0,0.022857143,0.0,0.0,September,2,2,5,2,Returning_Visitor,False,False,0,Medium
8,0.0,4.0,0.0,42,0.0,0.015510204,0.011281179,0.0,0.0,July,1,1,1,4,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,5,184.0,0.0,0.04,0.0,0.0,November,4,1,4,2,Returning_Visitor,False,False,1,Loyal
0,0.0,0.0,0.0,51,0.0,0.000980392,0.022984749,0.0,0.0,March,2,2,1,1,Returning_Visitor,False,False,1,Loyal
7,198.75,0.0,0.0,20,0.0,0.0,0.002777778,0.0,0.0,December,3,2,4,8,New_Visitor,False,False,2,Low
1,0.0,0.0,0.0,8,436.0,0.0,0.022222222,0.0,0.0,March,2,4,6,1,Returning_Visitor,True,False,0,Medium
0,0.0,0.0,0.0,8,211.0,0.0,0.028571429,0.0,0.0,May,2,2,7,2,New_Visitor,False,False,0,Medium
16,0.0,3.0,223.15,221,0.0,0.005533063,0.016561375,0.0,0.0,October,4,1,4,1,Returning_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,13,56.225,0.0,0.015384615,0.0,0.0,November,1,1,1,2,New_Visitor,False,True,1,Loyal
0,0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.0,December,3,2,4,3,Returning_Visitor,False,False,1,Loyal
5,125.75,0.0,0.0,44,0.0,0.008333333,0.015625,0.0,0.0,December,3,2,1,1,Returning_Visitor,False,False,1,Loyal
5,238.375,0.0,0.0,24,0.0,0.008928571,0.017460317,0.0,0.0,March,3,2,3,1,Returning_Visitor,False,False,1,Loyal
12,0.0,1.0,16.0,21,0.0,0.009032258,0.025133361,0.0,0.0,March,2,2,1,8,Returning_Visitor,False,True,2,Low
7,89.95,0.0,0.0,37,55.204,0.006976744,0.017829457,0.0,0.0,August,1,1,4,3,Returning_Visitor,False,False,1,Loyal
